,Cement,Blast Furnace Slag _component_2,Fly Ash _component_3,Water_component_4,Superplasticizer_component_5,Coarse Aggregate_component_6,Fine Aggregate_component_7,Age_day,Concrete_compressive _strength,cluster
0,6.293419278846481,0.0,0.0,5.093750200806762,1.252762968495368,6.947937068614969,6.517671272912275,3.367295829986474,79.99,0
1,6.293419278846481,0.0,0.0,5.093750200806762,1.252762968495368,6.962243464266207,6.517671272912275,3.367295829986474,61.89,0
2,5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.602118820879701,40.27,1
3,5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.902633333401366,41.05,1
4,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,5.8888779583328805,44.3,1
5,5.58724865840025,4.74493212836325,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,47.03,1
6,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.902633333401366,43.7,1
7,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,36.45,1
8,5.58724865840025,4.74493212836325,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,3.367295829986474,45.85,1
9,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,39.29,0
10,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,4.51085950651685,38.07,1
11,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,3.367295829986474,28.02,1
12,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.602118820879701,43.01,1
13,5.25227342804663,5.25227342804663,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,42.33,1
14,5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,3.367295829986474,47.81,1
15,5.942799375126701,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,52.91,0
16,4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,4.51085950651685,39.36,1
17,5.8377304471659395,3.6635616461296463,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.902633333401366,56.14,1
18,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,40.56,1
19,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.198497031265826,42.62,0
20,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.198497031265826,41.84,1
21,4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,3.367295829986474,28.24,1
22,4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,1.3862943611198906,8.06,1
23,4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,5.198497031265826,44.21,1
24,5.942799375126701,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.902633333401366,52.52,0
25,5.942799375126701,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.602118820879701,53.3,0
26,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.602118820879701,41.15,1
27,5.8377304471659395,3.6635616461296463,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.198497031265826,52.12,1
28,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,37.43,1
29,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,38.6,0
30,5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.902633333401366,55.26,1
31,5.58724865840025,4.74493212836325,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.902633333401366,52.91,1
32,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,5.198497031265826,41.72,1
33,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.602118820879701,42.13,0
34,5.25227342804663,5.25227342804663,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.902633333401366,53.69,1
35,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.602118820879701,38.41,1
36,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,30.08,1
37,5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,37.72,1
38,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,42.23,0
39,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.198497031265826,36.25,1
40,5.8377304471659395,3.6635616461296463,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,50.46,1
41,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.902633333401366,43.7,1
42,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.902633333401366,39.0,1
43,5.942799375126701,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.198497031265826,53.1,0
44,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,41.54,1
45,6.060290738037835,3.8815637979434374,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,35.08,1
46,5.857933154483459,0.0,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,1.3862943611198906,15.05,0
47,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.198497031265826,40.76,1
48,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,26.26,1
49,5.942799375126701,4.564348191467836,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,2.0794415416798357,32.82,1
50,5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.198497031265826,39.78,1
51,5.25227342804663,5.25227342804663,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.198497031265826,46.93,1
52,5.474369310328396,5.474369310328396,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,4.51085950651685,33.12,1
53,5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,4.51085950651685,49.19,1
54,4.9459189793765646,5.349010480863555,0.0,5.262690188904886,0.0,6.954638864880987,6.694438288485663,2.0794415416798357,14.59,1
55,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,2.0794415416798357,14.64,1
56,6.16541785423142,0.0,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,5.902633333401366,41.93,0
57,5.296315363877364,4.893352133481524,0.0,5.262690188904886,0.0,6.886940139268217,6.717199917261079,1.3862943611198906,9.13,1
58,5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.198497031265826,50.95,1
59,5.809642865355678,4.966335035199676,0.0,5.43372200355424,0.0,6.838405200847344,6.38856140554563,3.367295829986474,33.02,1
60,5.720311776607412,4.343805421853684,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.602118820879701,54.38,1
61,5.58724865840025,4.74493212836325,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.602118820879701,51.73,1
62,5.739792912179234,0.0,0.0,5.262690188904886,0.0,6.879355804460439,6.747116933019324,1.3862943611198906,9.87,0
63,5.25227342804663,5.25227342804663,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.602118820879701,50.66,1
64,5.58724865840025,4.74493212836325,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.198497031265826,48.7,1
65,5.8377304471659395,3.6635616461296463,0.0,5.43372200355424,0.0,6.838405200847344,6.508769136971682,5.602118820879701,55.06,1
